Authors,Title,Year,Author Keywords,Abstract,Document Type,ID
"Lee W.S., Sohn S.Y.",Identifying emerging trends of financial business method patents,2017.0,Emerging topics; Financial business method patent; PWP-GT; Text mining; Topic model,"Financial technology has become an important part of the banking industry in recent times. This study attempts to propose a framework to identify emerging areas and trends using financial business method patents. Based on the abstracts of financial business method patents registered at the United States Patent and Trademark Office, this study first applies latent Dirichlet allocation to identify emerging topics. The probability of the annual occurrence of each topic is adjusted through the exponentially weighted moving average to reflect the importance of the recent probability of topics. Each topic is classified as ""hot"" or ""cold"" depending on whether the exponentially weighted moving average of the probabilities exceeds the threshold. We applied survival analysis to the time gap of recurrently becoming hot from a cold status with the associated factor of financial business method patents. The findings suggest that the topic with the short granted period and high forward citation is likely to become hot. In addition, the topic that is aged and specific in narrow areas is likely to continuously change into the hot or cold status. The approach proposed in this study contributes toward understanding topic emergence in the financial area and pursuing sustainable development. © 2017 by the authors.",Article,2-s2.0-85029706696
"Nakashima H., Aoyama M.",An Automation Method of SLA Contract of Web APIs and Its Platform Based on Blockchain Concept,2017.0,Blockchin; Ethereum; RDF; SLA; Smart Contract; WebAPI,"As the number of Web APIs is rapidly increasing, it is an urgent issue to discover qualified Web APIs and provide value-added services by orchestrating them. However, most of the interface descriptions of Web APIs are informal, and the Web API SLA contracts, which are a key to quality of services orchestration, require manual operations at the consumers. Meanwhile, applying the blockchain, the distributed ledger technology, to various domains beyond Fintech is attracting attention because of its fault-tolerant and anti-tampering. However, it isn't applied to Web API SLA contracts, yet. In this article, the authors propose a formal specification description of Web APIs together with its associated SLA specifications based on RDF, and an SLA contract method based on the common SLA contract platform built on the blockchain. We implemented the prototype of the SLA contract platform, and applied it to the examples for demonstrating its feasibility. Those experiences prove the feasibility of the proposed Web API SLA contract method and its supporting platform. © 2017 IEEE.",Conference Paper,2-s2.0-85032302122
"Zhu H., Sun F., Yu X.",Fast financial technology innovation mechanism based on riemann curve feature selection,2017.0,Feature Selection; Financial Technology; Innovation Mechanism.; Riemann Curve,"Aiming at the shortcomings of fast financial science and technology, the model is established with Riemann curve as the core. For the cost increase in the products quality of technology, consumer has different preferences on products financial technology, the benefits of the financial products and technology products manufacturers are required to be analyzed. The results show that when the rapid financial and technological innovation mechanism is established, the financial products manufacturers can gain higher profits, and the more stringent government laws and regulations are, the higher the profits of financial products manufacturers will be.This shows that from the perspective of differentiation strategies to implement innovative mechanisms can improve the competitiveness of financial technology.",Article,2-s2.0-85031806503
Thompson B.S.,Can Financial Technology Innovate Benefit Distribution in Payments for Ecosystem Services and REDD+?,2017.0,Benefit sharing; Conservation; Economic incentives; Environmental services; Mobile payments; Transaction cost,"Benefit distribution in Payments for Ecosystem Services (PES) and REDD+ involves the disbursement of cash or in-kind incentives to local participants that opt to manage their land in ways that increase or maintain ecosystem service provision. For decades, existing benefit distribution approaches have been debated by academics, and presented challenges for conservation practitioners. In passing through long chains of project actors, payments incur high transaction costs and are susceptible to elite capture and corruption. A new type of financial technology (FinTech) – ‘mobile money’ – could offer a novel and available solution to these challenges, at what is now a critical stage in PES and REDD+ implementation. Mobile payments (made via cell phones) have been used successfully in development projects related to micro-credit, micro-insurance, and aid relief, and this commentary considers their possible advantages and drawbacks for PES/REDD+ schemes. Several countries e.g. Cambodia, China, Tanzania, and the Philippines demonstrate both high PES/REDD+ uptake, and high mobile money penetration. In certain circumstances benefit distribution via FinTech may lower transaction costs, enable higher frequency payments, and provide new socioeconomic benefits. It could also improve the privacy, transparency, traceability, and security of disbursements, contributing to more efficient and equitable PES and REDD+ schemes. © 2017 Elsevier B.V.",Note,2-s2.0-85018341932
"Mensi W., Hammoudeh S., Al-Jarrah I.M.W., Sensoy A., Kang S.H.","Dynamic risk spillovers between gold, oil prices and conventional, sustainability and Islamic equity aggregates and sectors with portfolio implications",2017.0,Commodity markets; Downside risk reductions; Islamic equity markets; Spillovers; Sustainability and conventional equity indexes,"This paper investigates the time-varying equicorrelations and risk spillovers between crude oil, gold and the Dow Jones conventional, sustainability and Islamic stock index aggregates and 10 associated disaggregated Islamic sector stock indexes (basic materials, consumer services, consumer goods, energy, financials, health care, technology, industrials, telecommunications and utilities), using the multivariate DECO-FIAPARCH model and the spillover index of Diebold and Yilmaz (2012). We also conduct a risk management analysis at the sector level for commodity-Islamic stock sector index portfolios, using different risk exposure measures. For comparison purposes, we add the aggregate conventional Dow Jones global index and the Dow Jones sustainability world index. The results show evidence of time-varying risk spillovers between these markets. Moreover, there are increases in the correlations among the markets in the aftermath of the 2008–2009 GFC. Further, the oil, gold, energy, financial, technology and telecommunications sectors are net receivers of risk spillovers, while the sustainability and conventional aggregate DJIM indexes as well as the remaining Islamic stock sectors are net contributors of risk spillovers. Finally, we provide evidence that gold offers better portfolio diversification benefits and downside risk reductions than oil. © 2017 Elsevier B.V.",Article,2-s2.0-85032275658
"Alexander L., Das S.R., Ives Z., Jagadish H.V., Monteleoni C.",Research Challenges in Financial Data Modeling and Analysis,2017.0,analytics; applications; big data; finance; integration,"Significant research challenges must be addressed in the cleaning, transformation, integration, modeling, and analytics of Big Data sources for finance. This article surveys the progress made so far in this direction and obstacles yet to be overcome. These are issues that are of interest to data-driven financial institutions in both corporate finance and consumer finance. These challenges are also of interest to the legal profession as well as to regulators. The discussion is relevant to technology firms that support the growing field of FinTech. © Copyright 2017, Mary Ann Liebert, Inc. 2017.",Article,2-s2.0-85049007652
"Kauffman R.J., Kim K., Lee S.-Y.T., Hoang A.-P., Ren J.",Combining machine-based and econometrics methods for policy analytics insights,2017.0,Causality; Computational Social Science; Data analytics; E-commerce; Econometrics; Empirical research; Fintech; Fusion analytics; Music popularity; Policy analytics; Stock trading; TV viewing; Video-on-demand (VoD),"Computational Social Science (CSS) has become a mainstream approach in the empirical study of policy analytics issues in various domains of e-commerce research. This article is intended to represent recent advances that have been made for the discovery of new policy-related insights in business, consumer and social settings. The approach discussed is fusion analytics, which combines machine-based methods from Computer Science (CS) and explanatory empiricism involving advanced Econometrics and Statistics. It explores several efforts to conduct research inquiry in different functional areas of Electronic Commerce and Information Systems (IS), with applications that represent different functional areas of business, as well as individual consumer, social and public issues. Recent developments and shifts in the scientific study of technology-related phenomena and Social Science issues in the presence of historically-large datasets prompt new forms of research inquiry. They include blended approaches to research methodology, and more interest in the production of research results that have direct application to industry contexts. This article showcases the methods shifts and several contemporary applications. They discuss: (1) feedback effects in mobile phone-based stock trading; (2) sustainability of top-rank chart popularity of music tracks; (3) household TV viewing patterns; and (4) household sampling and purchases of video-on-demand (VoD) services. The range of applicability of the ideas goes beyond the scope of these illustrations, to include issues in public services, healthcare, product and service deployment, public opinion and elections, electronic auctions, and travel and tourism services. In fact, the coverage is as broad as for-profit and for-non-profit, private and public, and governmental and non-governmental institutions. © 2017",Article,2-s2.0-85020108357
"O'Reilly P., Li S., Cristiforo J., Sheehan D., Gleasure R., Feller J.",Does miner pooling impact bitcoin's ability to stay decentralized?,2017.0,Bitcoin; Blockchain; Decentralization.; Mining; Mining pools,"The Emerging Blockchain technologies have earned substantial attention in the area of Financial Technology in recent years. Its decentralized environment allows for the mining of Bitcoins by miners either independently or in groups. The community of miners have faith in the integrity of each other to sustain the network, through mining pools remaining at a reasonable level of mining power. Blockchain's decentralized system is one of its main selling points and is a source of great attraction for users. However, when these mining pools start to grow and increase their mining power to dangerous levels it can result in a shift towards a centralized environment. This push goes against foundational principles of Bitcoin, leading to ongoing debate among various stakeholders. © 2017 ACM.",Conference Paper,2-s2.0-85029715017
"Hsueh S.-C., Kuo C.-H.",Effective matching for P2P lending by mining strong association rules,2017.0,Association rules; Data mining; FinTech; P2P lending,"Disrupting traditional financial models and businesses, FinTech integrates both finance and technology, provides an array of innovative business services, and leads the revolution of global economy. Nowadays, main business models in FinTech are thirdparty payment, peer-to-peer (P2P) lending, and crowd-funding. P2P lending is the work of lending money to individuals or small and medium-sized enterprises through online services that match lenders and borrowers directly within websites. The matching considers risks and requirements of both lenders and borrowers, offers lenders with attractive return rates and credit worthy borrowers, and provides the service more cheaply than traditional financial institutions with lower overhead and threshold. Hence, P2P lending is the key and an important trend of Fintech. However, without financial institutions, P2P lending will cause risk management problems including credit risk, business risk, and market risk. Unfortunately, no adequate regulation are provided to protect the unsecure personal loan due to the rapid progress and beyond the laws. Still, P2P lending platforms enable borrowers to propose expected interest rates and lenders to reduce transaction risks, and greatly improve matching efficiency. Therefore, this study mines the association rules from the famous P2P lending website Zopa by analyzing basic member data and past transactions. The discovered associations and distributions can further be used in suggesting the optimal decisions for the borrowers so that the matching will be more effective. In this paper, the borrowers' data in the P2P platform is targeted, factors including the total number of payments, interest collected, terms, lending rate, latest status, and postcode are extracted to assist matching the suitable borrowers so that both parties may have higher transaction satisfaction. © 2017 Association for Computing Machinery.",Conference Paper,2-s2.0-85037728494
Neng H.,Construction of High-Availability Bank System in Virtualized Environments,2017.0,Emergency Plan; high-availability; maintenance.; redundancy; virtualization,"With the development of mobile Internet and FinTech (Financial Technology), clients are raising their expectations for online banking systems. They now expect bank information system to provide sustained services with high quality and require the online banking system to manage various operational risks. Existing research on the construction of highly available systems mainly solves the problems how achieve High Availability of devices, system software, some particular systems, or how build an availability evaluation model. However, seldom schemes are designed to solve 2 problems: (1) the relationships between devices and businesses or between different businesses; (2) applications based on strong data consistency and integrity. This paper has a quick look at services, information system, and IT structure as well as data center infrastructure of the bank's online information system. Moreover, it proposes a scheme for highly available online banking system. We then designed a framework for the data center to reach High Availability under virtualized circumstances. Finally, both the experiment and industrial practices results show the effectiveness and efficiency of our proposed scheme. © 2017 IEEE.",Conference Paper,2-s2.0-85034213969
"Arner D.W., Barberis J., Buckley R.P.",RegTech: Building a Better Financial System,2017.0,Financial regulation; Financial services; RegTech; Sandboxes,"Regulatory technology or 'RegTech' is the use of technology, particularly information technology, in the context of regulatory monitoring, reporting and compliance. RegTech to date has focused on the digitization of manual reporting and compliance processes, for example in the context of know-your-customer requirements. This offers tremendous cost savings to the financial services industry and regulators. However, the potential of RegTech is far greater - it could enable close to real-time monitoring and a proportionate regulatory regime that addresses risk and facilitates more efficient regulatory compliance. We argue that the transformative nature of technology will only be captured by a new approach that sits at the nexus between data, digital identity, and regulation. We seek to expose the inadequacy and lack of ambition of simply digitizing analogue processes in a digital financial world. The development of financial technology ('FinTech'), rapid developments in emerging markets, and the recent pro-active stance of regulators in developing regulatory sandboxes, represent a unique combination of events, which could facilitate the transition from one regulatory model to another. © 2018 Elsevier Inc. All rights reserved.",Book Chapter,2-s2.0-85054382148
"Birch D.G.W., Parulava S.",Ambient Accountability: Shared Ledger Technology and Radical Transparency for Next Generation Digital Financial Services,2017.0,Blockchain; Financial services; FinTech; RegTech; Shared ledger technologies,"The new class of replicated decentralized shared ledger technologies (SLT), an instance of which is the blockchain, have the promising potential to disrupt banking and finance. This chapter sets out the simple Consult Hyperion Layer Model of Shared Ledgers that is designed to facilitate communication between technologists, businesses and regulators in the financial services world. It then explores various forms of shared ledger to see why they might be attractive to financial services organizations and then develops a narrative that focuses on transparency and ""RegTech"" rather than cost and speed benefits of ""FinTech."" We borrow the phrase ""ambient accountability"" from architecture to suggest a new way to organize digital financial services. © 2018 Elsevier Inc. All rights reserved.",Book Chapter,2-s2.0-85054395013
Reyes-Mercado P.,Bankaool Bank: architecting an online-only financial brand,2017.0,Finance companies; International branding; Internet marketing; Marketing,"Subject area: Marketing of financial products. Study level/applicability: Graduate level. Occasionally, for undergraduate students with a strong background on branding strategies and strategic analysis. Applicable to analyze how companies can improve their branding strategies in highly regulated industries. Case overview: In 2016, Claire Solís was discussing with her team the paths to ignite growth and brand awareness of the only digital bank in Mexico. To better position the brand on the Mexican financial market, Bankaool had decided to go 100 per cent online, a branch-less institution. The case presents a condensed history of banking and the shifts in digital consumer behavior. As the case continues, Bankaool products are introduced along with some concerns to keep the business going, particularly, regarding the bank’s health and further growth. The newly appointed CMO and her team have to decide next steps to boost product growth just before the Fintech industry grows more mature and competitive – a scenario of more complex decisions. While they reckoned the potential of Bankaool in sales for the short term, they also need a strategy to position the Bankaool brand in the long term while they struggle with a need to accelerate growth and generate a return for investors. Expected learning outcomes: To understand the launching of a new bank in the digital arena. To understand consumer behavior in a setting of increasingly higher digital coverage and diffusion of smart devices. To recognize that brand value goes well beyond product development and launch. To gain awareness on the perks and perils of a digital-only bank. Supplementary materials: Teaching Notes are available for educators only. Please contact your library to gain login details or email support@emeraldinsight.com to request teaching notes. Subject code: CSS 8: Marketing. © 2017, Emerald Publishing Limited.",Article,2-s2.0-85081020662
"Park D.-W., Choi C.-Y.",Improvements to guidelines for de-identification of personal data,2017.0,Adequacy assessment; Combination of datasets; Personal data de-identification; The Guidelines,"In June 2016, the Korean Government published the Guidelines for De-identification of Personal Data, which was written through the joint efforts of several government departments. These Guidelines aim at providing directions in how to safely conduct big data analyses under current legislation regarding personal data protection and to create an information environment for an advanced e-government. Procedures, systems, and methods of de-identification in the Guidelines, and the combination of dataseis aggregated by professional personal data de-identification support agencies may contain some areas that would impede the analysis of big data. In this paper, we examine adequacy assessment, privacy protection models, de-identification support and combination, and how to create temporary substitute keys to support and combine de-identification. All are addressed in terms of the de-identification measures from the Guidelines, which we deem necessary to be improved. We also study solutions for each deficiency found, and examine how these solutions would help stimulate the FinTech market. © 2017 International Information Institute.",Article,2-s2.0-85040822634
"Naveed K., Watanabe C., Neittaanmäki P.",Co-evolution between streaming and live music leads a way to the sustainable growth of music industry – Lessons from the US experiences,2017.0,Co-evolution; Cultural industries; Live music; Live-concert-streaming music industry; Music industry; Trust-based IDBM with CCSD,"While digitization of music, particularly streaming services, has gained increasing popularity, it has also led to a steady decline in the revenues of recorded music industry. This is causing strong concern regarding a potential collapse of the music industry comparable to other print media industries such as newspaper and book publishing. However, recent changes in the music industry initiated by a resurgence of the live music industry are giving rise to some expectations for the survival and growth of the music industry. The parallel paths of increasing popularity of streaming services and a resurgence of live music suggest that these two dynamics are working together in a co-evolutionary way toward the sustainability of the music industry. This paper attempts to elucidate the co-evolutionary dynamism between the increasing popularity of streaming music and the resurgence of live music. An empirical analysis of monthly trends over the period of the last three decades in the US music industry by its sectors revealed that (i) the co-evolution between streaming and live music industries has functioned well over the last few years, (ii) the live music industry has incorporated a self-propagating function by assimilating innovations previously initiated by digital music, (iii) given the above co-evolution, the recent resurging trend in the music industry can be sustained, (iv) the advancement of digital innovations such as artificial intelligence, machine learning, fintech, virtual reality, big data, and social media by enabling such coevolution have transformed the live music industry into a “live-concert-streaming music industry” (LCSMI) that further enabling the participative creativity of its stakeholders. For these collaborative and cultural industries to function in harmony, trust between its participating stakeholders is very crucial. This analysis suggests the significance of a trust-based ICT-driven disruptive business model (IDBM) with a consolidated challenge for social demand (CCSD) for the development of cultural industries. © 2017 Elsevier Ltd",Article,2-s2.0-85018507681
"Yeh L.-Y., Lu P.J., Hu J.-W.",NCHC Blockchain Construction Platform (NBCP): Rapidly Constructing Blockchain Nodes around Taiwan,2017.0,Blockchain; docker swarm; Fintech; security.; smart contract,"Blockchain is an emerging technology that can be utilized to break ground for secure provenance through the use of a centralized-based application. The method of distributed ledger can serve as the trust machine mechanism to prevent the malicious attacks. This paper introduces a novel service to complement some open-source blockchain protocols. A vital point of adopting blockchain technology is to encourage more and more parties to join for higher security and better efficiency. National Center for High-performance Computing (NCHC) has initiated a service, named NBCP, for rapidly constructing multiple blockchain nodes around Taiwan. With several pros, users can easily construct private blockchain nodes, catering to the need of developing various prototypes of blockchain-based applications. © 2017 IEEE.",Conference Paper,2-s2.0-85027998546
"Chen J.-F., Chen W.-L., Huang C.-P., Huang S.-H., Chen A.-P.",Financial time-series data analysis using deep convolutional neural networks,2017.0,convolutional neural networks; data visualization; Deep learning; machine learning; trend prediction,"A novel financial time-series analysis method based on deep learning technique is proposed in this paper. In recent years, the explosive growth of deep learning researches have led to several successful applications in various artificial intelligence and multimedia fields, such as visual recognition, robot vision, and natural language processing. In this paper, we focus on the time-series data processing and prediction in financial markets. Traditional feature extraction approaches in intelligent trading decision support system are used to applying several technical indicators and expert rules to extract numerical features. The major contribution of this paper is to improve the algorithmic trading framework with the proposed planar feature representation methods and deep convolutional neural networks (CNN). The proposed system is implemented and benchmarked in the historical datasets of Taiwan Stock Index Futures. The experimental results show that the deep learning technique is effective in our trading simulation application, and may have greater potentialities to model the noisy financial data and complex social science problems. In the future, we expected that the proposed methods and deep learning framework could be applied to more innovative applications in the next financial technology (FinTech) generation. © 2016 IEEE.",Conference Paper,2-s2.0-85027469207
"Tung H.-H., Cheng C.-C., Chen Y.-Y., Chen Y.-F., Huang S.-H., Chen A.-P.",Binary classification and data analysis for modeling calendar anomalies in financial markets,2017.0,back-propagation neural networks; calendar anomalies; day-of-the-week effect; linear discriminant analysis; support vector machine; technical indicators,"This paper studies on the Day-of-the-week effect by means of several binary classification algorithms in order to achieve the most effective and efficient decision trading support system. This approach utilizes the intelligent data-driven model to predict the influence of calendar anomalies and develop profitable investment strategy. Advanced technology, such as time-series feature extraction, machine learning, and binary classification, are used to improve the system performance and make the evaluation of trading simulation trustworthy. Through experimenting on the component stocks of S&P 500, the results show that the accuracy can achieve 70% when adopting two discriminant feature representation methods, including 'multi-day technical indicators' and 'intra-day trading profile.' The binary classification method based on LDA-Linear Prior kernel outperforms than other learning techniques and provides the investor a stable and profitable portfolios with low risk. In addition, we believe this paper is a FinTech example which combines advanced interdisciplinary researches, including financial anomalies and big data analysis technology. © 2016 IEEE.",Conference Paper,2-s2.0-85027469801
"Okpara O.S., Bekaroo G.",Cam-Wallet: Fingerprint-based authentication in M-wallets using embedded cameras,2017.0,Biometric authentication; Cam-Wallet; Capacitance biometric; Fingerprint authentication; M-Wallet,"With the financial technology revolution, the days of bringing out cash from well-crafted leather wallets to make payments have begun to phase out and plastic payment cards are no longer being considered as the future of financial services. An important part of this revolution is mobile wallet, which is an application of m-payment that has features similar to a conventional wallet. As mobile wallets or digital wallets have been transforming the execution of customer to merchant transactions, security remains an important concern. Authentication mechanisms in the form of PINs, passwords and pattern codes have not been sufficient to curb the threats. Most recent attempts to rectify this issue involved the application of capacitance-based biometric. Although these efforts have brought about relatively more secure authentication, not all mobile devices are equipped with capacitance sensors and the high cost of the ones equipped presents a problem. The paper proposes an approach where a camera captured fingerprint sample is employed for customer electronic wallet authentication. © 2017 IEEE.",Conference Paper,2-s2.0-85026779367
"Liu Y., Chitawa U.S., Guo G., Wang X., Tan Z., Wang S.",A reputation model for aggregating ratings based on beta distribution function,2017.0,Beta function; Rating aggregation; Reputation model,"With the speed growth of financial technology (Fintech), modern electronic marketing has typically deployed the use of the World Wide Web. This has come with great challenges especially in decision making and in engaging the pre-tail for launching new products and services in an open environment susceptible to high risks and threats. A prodigious need to build a sellers reputation and trust between the seller and the buyer so as to diminish such risks and threats in online trading birthed the idea of reputation systems. The emergence of reputation systems has attracted a lot of researchers to propose rating aggregation methods such as simple mean and normal distribution based method. However, the existing methods cannot accurately produce reputation score in some cases. Hence, this paper proposes a new model aiming to producing even more accurate and effective reputation score. Our model uses the standard beta-distribution considering the received rating distribution, so as to generate the weights of each ratings and then derive the level weights of ratings. The final reputation score is the level weighted aggregation of the rating levels. The proposed model is innovative in the aspect that the ratings are not directly aggregated to the reputation score, but are treated as the samples in evaluating each respective rating levels. Through case studies, the model is demonstrated to achieve desired accuracy and effectiveness, and even performs better than the existing models. © 2017 Association for Computing Machinery.",Conference Paper,2-s2.0-85030461254
"Gabor D., Brooks S.",The digital revolution in financial inclusion: international development in the fintech era,2017.0,behavioural economics; digital technologies; financial inclusion; financialisation; fintech; governmentality; International development,"This paper examines the growing importance of digital-based financial inclusion as a form of organising development interventions through networks of state institutions, international development organisations, philanthropic investment and fintech companies. The fintech–philanthropy–development complex generates digital ecosystems that map, expand and monetise digital footprints. Its ‘know thy (irrational) customer’ vision combines behavioural economics with predictive algorithms to accelerate access to, and monitor engagement with, finance. The digital revolution adds new layers to the material cultures of financial(ised) inclusion, offering the state new ways of expanding the inclusion of the ‘legible’, and global finance new forms of ‘profiling’ poor households into generators of financial assets. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",Article,2-s2.0-84997822239
Chiu I.H.-Y.,A new era in fintech payment innovations? A perspective from the institutions and regulation of payment systems,2017.0,clearing and settlement; distributed ledger technology; payment innovation; Payment Services Directive; Payment systems; virtual currency,"This article analyses the existing institutions and infrastructure for payments. Authoritative settlement based on central bank support is seen as being essential for both large value and retail payment systems; and, in the EU, UK, and US, the importance of regulating for the protection of consumers who use retail payment systems is recognised. In this institutional context, payment innovations (including Bitcoin and distributed ledger or autonomous organisation technologies) are assessed. It is suggested that, while competition at certain levels is likely to bring social benefits through commercial developments, the maintenance of public interest objectives necessarily delineates the scope of competition. While this might limit the disruptive impact of payment innovations, it is argued that, in the light of the public policy needs for a stable and efficient public infrastructure and the social needs of confidence and trust in a predictable and regulated payment system that meets commercial and social expectations such as in consumer protection, this is not necessarily undesirable. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",Article,2-s2.0-85042916153
"Yammanuru P.R., Jain A., Vinayakaram H.",Enabling Enterprise Blockchain AppDev Teams,2017.0,Bitcoin; Blockchain; Chaos Testing; Cucumber; Development; Gherkin; HyperLedger; Micro Services; Scaling Testbed,"Blockchain is the latest buzzword in the FinTech scene and all companies big and small are vying to launch blockchain enabled products. At the basic technology level Blockchain is a distributed technology application. The challenges of operating such an application are known [1]. But the techniques of developing distributed applications by large enterprise teams, in a typical SDLC lifecycle (Develop, Test, Deploy and Upgrade) is not well known. Without proper methodologies / Formal Tools as is the case with most blockchain systems, bugs slip in easily. Studies on failures point to developers missing low handing bugs as most of the errors are simulated with 3 nodes or less [2]. The developer ecosystem is fast changing with technologies like containers and the emerging Micro Services architectures and Cloud Native Computing. The decisions on setup, build, CI/CD, Automated Testing are not taken at the beginning and as pointed out by [3] affect the entire project. The good news is that there are lot of tools available in the Open source domain that addresses the needs. The bad news is that picking the right combination to work in team sizes of 5 or more is not straight forward. This paper details our journey and lessons learnt on setting up Application Development Teams for Rapid Development in Blockchain using multiple blockchain tools like Ethereum and the HyperLedger Fabric. It details both our application architecture and the modifications needed to enable a Cloud Native architecture and the build/ deploy/ testing frameworks that we used. © 2018 IEEE.",Conference Paper,2-s2.0-85065102331
"Widiantoro A.D., Sanjaya R., Rahardjo T., Djati R.",Review on the application of financial technology for the Wayang Orang Ngesti Pandowo cultural creative industry,2017.0,fintech; ngestipandowo; online; wayang orang,"Ngesti Pandowo is a wayang orang (traditional Javanese theatre) company, which is trying to preserve this art form. There are many ways to do this. One of them is by utilizing technology to carry out promotion and ticket sales online. Financial technology is an innovation in the field of finance employing modern technology to make financial transactions more practical, easy and secure. © 2017 IEEE.",Conference Paper,2-s2.0-85050389583
"Gomber P., Koch J.-A., Siering M.",Digital Finance and FinTech: current research and future research directions,2017.0,Digital Finance; e-Finance; FinTech; Future research opportunities; Literature review; State of the art,"Since decades, the financial industry has experienced a continuous evolution in service delivery due to digitalization. This evolution is characterized by expanded connectivity and enhanced speed of information processing both at the customer interface and in back-office processes. Recently, there has been a shift in the focus of digitalization from improving the delivery of traditional tasks to introducing fundamentally new business opportunities and models for financial service companies. Digital Finance encompasses a magnitude of new financial products, financial businesses, finance-related software, and novel forms of customer communication and interaction—delivered by FinTech companies and innovative financial service providers. Against this backdrop, the research on finance and information systems has started to analyze these changes and the impact of digital progress on the financial sector. Therefore, this article reviews the current state of research in Digital Finance that deals with these novel and innovative business functions. Moreover, it gives an outlook on potential future research directions. As a conceptual basis for reviewing this field, the Digital Finance Cube, which embraces three key dimensions of Digital Finance and FinTech, i.e., the respective business functions, the technologies and technological concepts applied as well as the institutions concerned, is introduced. This conceptualization supports researchers and practitioners when orientating in the field of Digital Finance, allows for the arrangement of academic research relatively to each other, and enables for the revelation of the gaps in research. © 2017, Springer-Verlag Berlin Heidelberg.",Article,2-s2.0-85026475185
Alabi K.,Digital blockchain networks appear to be following Metcalfe's Law,2017.0,Blockchain; Cryptocurrency; Digital networks; Distributed ledger systems; Distributed transaction processing; Fintech; Metcalfe's Law; Network effects; Online payments; Payment networks,"An analysis of some of the recent blockchain networks is presented to determine if they satisfy Metcalfe's Law, as has been shown for some online social media networks. The value of the network was modeled based on the price of the digital currency in use on the network, and the number of users by the number of unique addresses each day that engage in transactions on the network. The Bitcoin, Ethereum, and Dash networks were analyzed. The analysis shows that the networks were fairly well modeled by Metcalfe's Law, which identifies the value of a network as proportional to the square of the number of its nodes, or end users. A new network model was also presented that shows the value to be proportional to the exponential of the root of the number of users participating in the network, and shows good agreement as well. Conditions for determining critical mass based on the new model were also presented. Finally, the potential for identifying value bubbles that can be spotted as deviations in value from the model was discussed and illustrated using the data from one of the networks. Those value bubbles show up where repeated extremely high value increases are not accompanied by any commensurate increase in the number of participating users, or any other development that could give rise to the higher value. © 2017",Article,2-s2.0-85021102504
"Marsal-Llacuna M.-L., Oliver-Riera M.",The standards revolution: Who will first put this new kid on the blockchain?,2017.0,accountability systems; adoption mechanisms; Blockchain; Distributed Ledgers; Standards Development,"Blockchain is here to stay. Some affirm that it is the next big thing after the Internet. Blockchain is a network-based technology that rewards participants to assemble transactions which will next configure blocks and later be part of a chain. Blockchain guarantees immutability and integrity of data without the need of a third surveilling party. It is therefore a revolution in current systems of trust. It also brings automation and self-execution of processes thanks to its embedded smart contracts functionality. Current standards drafting and development processes can definitively benefit from blockchain technology, and perhaps see the standardization domain revolutionize, like it already happened in the fintech and insurtech arenas [1]. In this paper, we explain what these advantages are. And, before new standard drafting models emerge from the disruptive blockchain community, challenging traditional standard development models-with this paper-, we want to inspire and give tools to established standardization bodies for them to take the lead and initiate a transformation towards 'Blockchained Standards' so that they can keep their authority and leadership in the field going forward. © 2017 ITU.",Conference Paper,2-s2.0-85049593543
"Albashrawi M., Motiwalla L.",Understanding mobile banking usage: An integrative perspective,2017.0,IS success model; IT adoption; System usage; UTAUT,"Increasingly, smartphones and mobile commerce are changing consumer transaction behaviors and shifting the ways in which users interact with business. Similarly, the banking and financial industry is now empowered by FinTech applications to improve their consumer experience and banking services to solidify the role for mobile banking (MB) for years to come. In this study, we are taking an integrated approach by combining two IT adoption models: UTAUT and IS Success, and using both subjective and objective measures for mobile banking usage. Our regression results for a sample of 472 bank users in a mid-size US bank find a strong support for satisfaction, objective actual use, and loyalty but not for subjective actual use. These results provide interesting implications for both IS adoption theory and banking institutions for improving satisfaction and use of MB. Copyright © 2017 ACM.",Conference Paper,2-s2.0-85029699507
"Inshakova A.O., Goncharov A.I., Kazachenok O.P., Kochetkova S.Y.",Syndicated lending: Intensification of transactions and development of legal regulation in modern Russia,2017.0,Agreement; Banking activities; Banking syndicate; Intensification; Legal regulation; Loan; Mixed contract; Syndicated lending; Transactions,"This paper deals with the tendencies of development of the legal regulation of syndicated lending in the modern Russian banking sector. The authors reveal the legal regulation problems, elimination of which will contribute to development of syndicated lending to domestic borrowers and, as consequence, growth of the real sector of the national economy as a whole. The legal nature of a syndicated loan and agreement concluded by the syndicate members is revealed. The authors study the problem of slow development of syndicated lending to economic entities in modern Russia. It is noted that this financial technology has been used abroad for a long time and very successfully, while in the Russian Federation syndicated lending is considered to be an innovative banking product. It is concluded that this situation is due to the absence of the detailed legal regulation of this field of business relations, as well as the poor development of the mutual credit partnership among the commercial banks. However, the institution of syndicated lending enables to transact for the financial support of major innovative projects. The development of this institution will contribute to reducing the risks of the parties involved, as well as intensifying the syndicated lending in Russia. © 2017, by ASERS® Publishing. All rights reserved.",Article,2-s2.0-85035024188
